,Drumming_bout,Subspecies,Population,Community,Individual,Date,File_Name,Total_bout_duration,Summed_Total_bout_duration,Summed_Total_bout_duration_val,Check_Matching_Total_bout_duration,N_beats,N_Interbeats,Summed_N_Interbeats,Check_Matching_N_Interbeats,Interbeat 1,Interbeat 2,Interbeat 3,Interbeat 4,Interbeat 5,Interbeat 6,Interbeat 7,Interbeat 8,Interbeat 9,Interbeat 10,Interbeat 11,Interbeat 12,Interbeat 13,Interbeat 14,Interbeat 15,Interbeat 16,Interbeat 17,Interbeat 18,Interbeat 19,Interbeat 20,Interbeat 21,Interbeat 22,Interbeat 23,Interbeat 24,Interbeat 25,Interbeat 26,With_Ph,Start_Ph,End_Ph,Start_Ph_N,End_Ph_N,Note_Ph,Context_Before,Context_After,Context,Tree_Species,DBH
68,69,EAC,Budongo,Sonso,FK,13.10.18,"ASO528 Sonso FK single ph drum (traveling-resting), unk single ph.WAV",1.65469,1.65469,1.65469,0.0,7,6,6,0,0.060781,0.332064,0.6276,0.073054,0.454927,0.10626,,,,,,,,,,,,,,,,,,,,,With,Roar,Let-Down,1,3,"Ph roar (like BUp), No climax",Traveling,Resting,Traveling,NV,NV
69,70,EAC,Budongo,Sonso,HW,16.10.18,ASO565 Sonso HW single ph drum traveling.WAV,0.0787,0.0787,0.0787,0.0,2,1,1,0,0.078703,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Traveling,Traveling,NV,NV
70,71,EAC,Budongo,Sonso,HW,29.10.18,"ASO871 Sonso HW single ph drum (resting), SM single ph start.WAV",0.08966,0.08966,0.08966,0.0,2,1,1,0,0.089657,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,No Climax,Resting,Resting,Resting,NV,NV
71,72,EAC,Budongo,Sonso,PS,31.10.18,"ASO907 Sonso PS single ph drum traveling (not seen, beh data- out of sight).WAV",1.59557,1.59556,1.59556,0.0,12,11,11,0,0.158818,0.129505,0.162711,0.066413,0.149429,0.10626,0.259001,0.086337,0.215841,0.099619,0.161623,,,,,,,,,,,,,,,,With,Climax,Let-Down,2,3,NV,Traveling,Traveling,Traveling,NV,NV
72,73,EAC,Budongo,Sonso,JS,31.10.18,"ASO914 Sonso JS single ph drum (traveling), 0;45 HW single ph drum (traveling), PS single ph.WAV",0.38519,0.38519,0.38519,0.0,3,2,2,0,0.20754,0.177654,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Traveling,Traveling,Traveling,NV,NV
73,74,EAC,Budongo,Sonso,HW,31.10.18,"ASO914 Sonso JS single ph drum (traveling), 0;45 HW single ph drum (traveling), PS single ph.WAV",0.08546,0.08546,0.08546,0.0,2,1,1,0,0.085459,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Traveling,Traveling,NV,NV
74,75,EAC,Budongo,Sonso,JS,01.12.18,ASO1273 Sonso JS single ph drum traveling 50m.WAV,0.11181,0.11181,0.11181,0.0,2,1,1,0,0.111806,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Traveling,Traveling,NV,NV
75,76,EAC,Budongo,Sonso,ZL,01.12.18,ASO1276 Sonso ZL single ph drum (traveling).WAV,2.5901,2.5901,2.5901,0.0,15,14,14,0,0.081623,0.132825,0.119543,0.534622,0.086337,0.096298,0.146108,0.063092,0.711993,0.249048,0.10294,0.056451,0.05313,0.156086,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,Traveling,Traveling,Traveling,NV,NV
76,77,EAC,Budongo,Sonso,JS,06.12.18,"ASO1356 Sonso JS single ph drum (AFT), 0;30 KL KC group ph.WAV",0.12951,0.12951,0.12951,0.0,2,1,1,0,0.129505,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,AFT,AFT,AFT,NV,NV
77,78,EAC,Budongo,Sonso,MB,18.03.19,1776 MB drum traveling.WAV,0.11684,0.11684,0.11684,0.0,2,1,1,0,0.116844,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Traveling,Traveling,Traveling,NV,NV
78,79,EAC,Budongo,Sonso,HW,18.03.19,"1785 pg, OK unk group ph, HW display drum, KH single ph.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
79,80,EAC,Budongo,Sonso,HW,18.03.19,"1785 pg, OK unk group ph, HW display drum, KH single ph.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
80,81,EAC,Budongo,Sonso,HW,18.03.19,"1785 pg, OK unk group ph, HW display drum, KH single ph.WAV",0.08468,0.08468,0.08468,0.0,2,1,1,0,0.084676,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
81,82,EAC,Budongo,Sonso,MS,20.03.19,"1830 NB single ph start, FK ZL display, group scream, MS display drum, ZD scream bark, ZD JS PS victim.WAV",0.95302,0.95302,0.95302,0.0,4,3,3,0,0.199238,0.15939,0.594394,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
82,83,EAC,Budongo,Sonso,MS,28.03.19,1916 MS single ph drum (traveling-resting).WAV,0.10792,0.10792,0.10792,0.0,2,1,1,0,0.107921,,,,,,,,,,,,,,,,,,,,,,,,,,With,Roar,Roar,1,1,No Climax,Traveling,Resting,Traveling,NV,NV
83,84,EAC,Budongo,Sonso,MS,06.06.19,"2240 MS single ph drum display, group bark.WAV",0.42504,0.42504,0.42504,0.0,2,1,1,0,0.425041,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
84,85,EAC,Budongo,Sonso,PS,11.05.19,"2313 unk KC KQ? group ph, unk pg, unk KQ? group ph, group pg, PS display drum, KA pg to PS.WAV",0.60436,0.60436,0.60436,0.0,3,2,2,0,0.343686,0.26067,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
85,86,EAC,Budongo,Sonso,Unk,20.05.19,"2422 display drum, unk JS MB group ph.WAV",0.26095,0.26095,0.26095,0.0,3,2,2,0,0.132825,0.12812,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
86,87,EAC,Budongo,Sonso,FK,20.05.19,"2460 FK display drum, group ph.WAV",0.75711,0.75711,0.75711,0.0,4,3,3,0,0.127436,0.04981,0.579859,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
87,88,EAC,Budongo,Sonso,PS,26.05.19,"2531 unk pg to SM, PS single ph drum (display), PS display, FK single ph intro.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Display,Display,Display,NV,NV
88,89,EAC,Budongo,Sonso,HW,02.05.19,2544 HW single ph drum traveling.WAV,0.09049,0.09049,0.09049,0.0,2,1,1,0,0.090487,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Traveling,Traveling,Traveling,NV,NV
89,90,EAC,Budongo,Sonso,ZD,15.06.19,"2642 FK single ph, group fg, SM display to NB SM? single ph intro, NB scream, MB single ph, 2;30 DL hoo, SH pg-scream to HW, unk pg scream, 5;30 ZD display drum.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
90,91,EAC,Budongo,Sonso,ZD,15.06.19,"2642 FK single ph, group fg, SM display to NB SM? single ph intro, NB scream, MB single ph, 2;30 DL hoo, SH pg-scream to HW, unk pg scream, 5;30 ZD display drum.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
91,92,EAC,Budongo,Sonso,ZL,16.06.19,2673 ZL single ph drum (traveling).WAV,0.38851,0.38851,0.38851,0.0,3,2,2,0,0.182635,0.205879,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,"Ph roar (like BUp), No climax",Traveling,Traveling,Traveling,NV,NV
92,93,EAC,Budongo,Sonso,ZD,16.06.19,2675 ZD single ph display drum.WAV,0.73718,0.73718,0.73718,0.0,2,1,1,0,0.737181,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Display,Display,Display,NV,NV
93,94,EAC,Budongo,Sonso,JS,18.06.19,2731 JS single ph drum traveling.WAV,0.48184,0.48184,0.48184,0.0,4,3,3,0,0.202902,0.122864,0.15607,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Traveling,Traveling,Traveling,NV,NV
94,95,EAC,Budongo,Sonso,JS,18.06.19,"2745 JN single ph, unk pg, JS single ph other party, DL single ph intro, unk display?, JS single ph drum (joining party-traveling?), HT HD group ph, HT fg.WAV",0.31878,0.31878,0.31878,0.0,2,1,1,0,0.318781,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Traveling,Traveling,Traveling,NV,NV
95,96,EAC,Budongo,Sonso,SM,25.06.19,"2803 Thermal Camera SM display drum, NB KC groom, group pg scream, stranger_f bark, OK pg scream.WAV",0.19335,0.19335,0.19335,0.0,3,2,2,0,0.136901,0.056451,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
96,97,EAC,Budongo,Sonso,SM,25.06.19,"2805 SM single ph drum (resting-traveling), group bark Mael.WAV",0.06641,0.06641,0.06641,0.0,2,1,1,0,0.066413,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Resting,Traveling,Traveling,NV,NV
97,98,EAC,Budongo,Sonso,SM,25.06.19,"2805 SM single ph drum (resting-traveling), group bark Mael.WAV",0.10294,0.10294,0.10294,0.0,2,1,1,0,0.10294,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Resting,Traveling,Traveling,NV,NV
98,99,EAC,Budongo,Sonso,PS,27.06.19,"2834 HT single ph intro, PS single ph drum (arriving feeding tree), HT single ph intro, HT pg to PS.WAV",2.22424,2.22424,2.22424,0.0,6,5,5,0,0.099033,0.235765,0.498095,0.581111,0.810235,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,After PH,Unk,AFT,AFT,NV,NV
99,100,EAC,Budongo,Sonso,PS,01.07.19,"2883 ZL single ph display, group scream bark, PS display drum.WAV",0.15275,0.15275,0.15275,0.0,2,1,1,0,0.152749,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
100,101,EAC,Budongo,Sonso,PS,01.07.19,"2883 ZL single ph display, group scream bark, PS display drum.WAV",0.40512,0.40512,0.40512,0.0,4,3,3,0,0.122864,0.239086,0.043168,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
101,102,EAC,Budongo,Sonso,JS,02.07.19,"2892 JS single ph drum, unk_m single ph, JS single ph drum traveling.WAV",1.82465,1.82464,1.82464,0.0,6,5,5,0,0.114517,0.166032,1.281765,0.189276,0.073054,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Let-Down,1,3,NV,Traveling,Traveling,Traveling,NV,NV
102,103,EAC,Budongo,Sonso,PS,04.07.19,"2925 PS display drum, unk_f group pg, HW display drum, ZD pg to HW, IS pg to PS while PS single ph start, PS HW group ph start, FK single ph drum, group ph, JS single ph drum, JS single ph drum, JS FK stranger_f group ph drum, 9;50 FK single ph.WAV",0.60436,0.60436,0.60436,0.0,4,3,3,0,0.099619,0.112902,0.391835,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
103,104,EAC,Budongo,Sonso,PS,04.07.19,"2925 PS display drum, unk_f group pg, HW display drum, ZD pg to HW, IS pg to PS while PS single ph start, PS HW group ph start, FK single ph drum, group ph, JS single ph drum, JS single ph drum, JS FK stranger_f group ph drum, 9;50 FK single ph.WAV",0.13398,0.13398,0.13398,0.0,2,1,1,0,0.133978,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
104,105,EAC,Budongo,Sonso,PS,04.07.19,"2925 PS display drum, unk_f group pg, HW display drum, ZD pg to HW, IS pg to PS while PS single ph start, PS HW group ph start, FK single ph drum, group ph, JS single ph drum, JS single ph drum, JS FK stranger_f group ph drum, 9;50 FK single ph.WAV",0.13449,0.13449,0.13449,0.0,2,1,1,0,0.134486,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
105,106,EAC,Budongo,Sonso,JS,04.07.19,"2925 PS display drum, unk_f group pg, HW display drum, ZD pg to HW, IS pg to PS while PS single ph start, PS HW group ph start, FK single ph drum, group ph, JS single ph drum, JS single ph drum, JS FK stranger_f group ph drum, 9;50 FK single ph.WAV",0.91982,0.91982,0.91982,0.0,6,5,5,0,0.132825,0.099619,0.099619,0.435003,0.152749,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,Traveling,Resting,Traveling,NV,NV
106,107,EAC,Budongo,Sonso,JS,04.07.19,"2925 PS display drum, unk_f group pg, HW display drum, ZD pg to HW, IS pg to PS while PS single ph start, PS HW group ph start, FK single ph drum, group ph, JS single ph drum, JS single ph drum, JS FK stranger_f group ph drum, 9;50 FK single ph.WAV",0.97209,0.97209,0.97209,0.0,6,5,5,0,0.112041,0.073054,0.498095,0.179314,0.109581,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,Resting,Resting,Resting,NV,NV
107,108,EAC,Budongo,Sonso,JS,05.07.19,"2934 SM display unk_juv, unk pg-ph, KA pg-ph, JS display at KA, OK pg to SM, KA single ph start, KA OK group ph, JS single ph drum (resting), SM display, unk single ph start.WAV",0.92978,0.92978,0.92978,0.0,2,1,1,0,0.92978,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,Resting,Resting,Resting,NV,NV
108,109,EAC,Budongo,Sonso,SM,06.07.19,"2973 unk group pg-ph start fg, unk group ph, 1;50 (117) SM display drum B-U, MZ MN group ph, ML single ph, MN single ph start.WAV",0.91982,0.91982,0.91982,0.0,5,4,4,0,0.146108,0.056451,0.428362,0.288895,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
109,110,EAC,Budongo,Sonso,HW,13.07.19,"3061 HW single ph intro display drum, MS FK rest hoo, 1;40 HW single ph display drum, FK rest hoo.WAV",0.0797,0.0797,0.0797,0.0,2,1,1,0,0.079695,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
110,111,EAC,Budongo,Sonso,HW,13.07.19,"3061 HW single ph intro display drum, MS FK rest hoo, 1;40 HW single ph display drum, FK rest hoo.WAV",0.09132,0.09132,0.09132,0.0,2,1,1,0,0.091317,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,Drummed after ph,Display,Display,Display,NV,NV
111,112,EAC,Budongo,Sonso,FK,22.07.19,"3104 FK single ph display drum to ZD and indirected to ZL (both pg), FK ZL group ph drum.WAV",0.07471,0.07471,0.07471,0.0,2,1,1,0,0.074714,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
112,113,EAC,Budongo,Sonso,FK,22.07.19,"3104 FK single ph display drum to ZD and indirected to ZL (both pg), FK ZL group ph drum.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
113,114,EAC,Budongo,Sonso,FK,22.07.19,"3104 FK single ph display drum to ZD and indirected to ZL (both pg), FK ZL group ph drum.WAV",0.25901,0.25901,0.25901,0.0,2,1,1,0,0.25901,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
114,115,EAC,Budongo,Sonso,FK,22.07.19,"3104 FK single ph display drum to ZD and indirected to ZL (both pg), FK ZL group ph drum.WAV",0.87665,0.87665,0.87665,0.0,4,3,3,0,0.129505,0.642543,0.1046,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
115,116,EAC,Budongo,Sonso,FK,22.07.19,"3104 FK single ph display drum to ZD and indirected to ZL (both pg), FK ZL group ph drum.WAV",0.09588,0.09588,0.09588,0.0,2,1,1,0,0.095883,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
116,117,EAC,Budongo,Sonso,FK,27.07.19,3176 FK drum (display while traveling).WAV,0.07222,0.07222,0.07222,0.0,2,1,1,0,0.072224,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
117,118,EAC,Budongo,Sonso,JS,27.07.19,3177 JS single ph drum (resting).WAV,1.1257,1.12569,1.12569,0.0,8,7,7,0,0.136146,0.092978,0.215841,0.132825,0.335384,0.10626,0.10626,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,Resting,Resting,Resting,NV,NV
118,119,EAC,Budongo,Sonso,FK,27.07.19,3178 FK single ph drum (traveling-resting).WAV,1.07589,1.07589,1.07589,0.0,4,3,3,0,0.059771,0.929778,0.086337,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Resting,Traveling,NV,NV
119,120,EAC,Budongo,Sonso,FK,27.07.19,3181 FK bark display drum.WAV,0.67907,0.67907,0.67907,0.0,4,3,3,0,0.069733,0.506397,0.10294,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
120,121,EAC,Budongo,Sonso,FK,27.07.19,"3182 FK display drum at JS, JS pg to FK.WAV",0.08634,0.08634,0.08634,0.0,2,1,1,0,0.086337,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
121,122,EAC,Budongo,Sonso,FK,27.07.19,"3182 FK display drum at JS, JS pg to FK.WAV",0.06973,0.06973,0.06973,0.0,2,1,1,0,0.069733,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
122,123,EAC,Budongo,Sonso,FK,27.07.19,3183 FK display drum at JS.WAV,0.05147,0.05147,0.05147,0.0,2,1,1,0,0.05147,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
123,124,EAC,Budongo,Sonso,FK,27.07.19,"3190 FK display drum, unk_f KA pg to FK, 2;00 MB pg to FK.WAV",0.6442,0.6442,0.6442,0.0,3,2,2,0,0.332064,0.31214,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
124,125,EAC,Budongo,Sonso,FK,27.07.19,"3190 FK display drum, unk_f KA pg to FK, 2;00 MB pg to FK.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
125,126,EAC,Budongo,Sonso,FK,27.07.19,"3190 FK display drum, unk_f KA pg to FK, 2;00 MB pg to FK.WAV",0.14943,0.14943,0.14943,0.0,2,1,1,0,0.149429,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
126,127,EAC,Budongo,Sonso,HW,06.03.19,ASO1554 HW single ph drum sick traveling.WAV,0.08966,0.08966,0.08966,0.0,2,1,1,0,0.089657,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Traveling,Traveling,NV,NV
127,128,EAC,Budongo,Sonso,HW,06.03.19,ASO1557 HW NB KC group ph drum. (HW ph drum?) traveling.WAV,0.80822,0.80822,0.80822,0.0,3,2,2,0,0.087646,0.720578,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Traveling,Traveling,NV,NV
128,129,EAC,Budongo,Sonso,MS,06.12.19,"3002 06/12/2019 06;00, MS single ph drum traveling CZE 40.WAV",0.27229,0.27229,0.27229,0.0,3,2,2,0,0.182635,0.089657,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,CZE,40
129,130,EAC,Budongo,Sonso,ZL,06.12.19,"3005 06/12/2019 06;34, ZL single ph drum traveling CYA 60.WAV",0.73718,0.73718,0.73718,0.0,5,4,4,0,0.083016,0.185956,0.288895,0.179314,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,Traveling,Traveling,Traveling,CYA,60
130,131,EAC,Budongo,Sonso,ZL,06.12.19,"3006 06/12/2019 06;43, ZL single ph drum (traveling-resting) CYA 50.WAV",0.48149,0.48149,0.48149,0.0,5,4,4,0,0.096298,0.126184,0.119543,0.139467,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Climax,1,2,NV,Traveling,Resting,Traveling,CYA,50
131,132,EAC,Budongo,Sonso,SM,06.12.19,"3018 06/12/2019 09;08, HW groom ZL, 2;30 unk pg, 6;00 HW rest hoo, 11;30 ZL rest hoo, 20;00 SM hoo, HW ZL SM group ph drum resting, group ph other party, 22;20 unk single ph start other party, 26;00 HW ZL SM group ph drum, DL single ph, 30;00 ,,,.WAV",1.38706,1.38706,1.38706,0.0,5,4,4,0,0.1551,0.717257,0.142787,0.371911,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,CZE,50
132,133,EAC,Budongo,Sonso,HW,16.11.19,"3324 16/11/2019 06;01, HW KT group ph drum (HW drum resting).WAV",0.07638,0.07638,0.07638,0.0,2,1,1,0,0.076375,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,"Ph roar, No climax",Resting,Resting,Resting,NV,NV
133,134,EAC,Budongo,Sonso,HW,16.11.19,"3357 16/11/2019 09;56, KT pg to HW, HW display drum.WAV",0.04981,0.04981,0.04981,0.0,2,1,1,0,0.04981,,,,,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,NV,NV
134,135,EAC,Budongo,Sonso,PS,21.11.19,"3462 21/11/2019 13;42, PS single ph drum traveling KA 100.WAV",2.38422,2.38422,2.38422,0.0,8,7,7,0,0.245727,0.292216,0.67741,0.172673,0.292216,0.438324,0.265651,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,"No Climax, Buildup after full PH",Traveling,Traveling,Traveling,KA,100
135,136,EAC,Budongo,Sonso,FK,26.11.19,"3520 26/11/2019 07;55, FK single ph drum (traveling) KA 70, PS single ph 50m, FK single ph.WAV",0.05355,0.05355,0.05355,0.0,2,1,1,0,0.053545,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Traveling,Traveling,Traveling,KA,70
136,137,EAC,Budongo,Sonso,MS,27.11.19,"3608 27/11/2019 11;40, KU single ph, MS single ph drum traveling (resting-traveling), 1;25 KU pg to NB, KU pg-ph NB group ph.WAV",0.0,0.0,0.0,0.0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Resting,Traveling,Traveling,NV,NV
137,138,EAC,Budongo,Sonso,HW,09.12.19,"3700 09/12/2019 06;59, HW single ph drum resting-feeding? (resting) CYA 80.WAV",0.06143,0.06143,0.06143,0.0,2,1,1,0,0.061432,,,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,Resting,Resting,Resting,CYA,80
138,139,EAC,Budongo,Sonso,SM,09.12.19,"3704 09/12/2019 09;12, SM single ph intro traveling, NB SM unk group ph drum (SM drum, resting) CPR 80, JS single ph drum traveling, JS display to KC, unk pg-scream.WAV",2.47885,2.47885,2.47885,0.0,6,5,5,0,0.064752,0.737181,0.073054,1.500927,0.10294,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,No Climax,Resting,Resting,Resting,CPR ,80
139,140,EAC,Budongo,Sonso,JS,09.12.19,"3704 09/12/2019 09;12, SM single ph intro traveling, NB SM unk group ph drum (SM drum, resting) CPR 80, JS single ph drum traveling, JS display to KC, unk pg-scream.WAV",0.38851,0.38851,0.38851,0.0,3,2,2,0,0.219162,0.169352,,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Build-Up,1,1,NV,Traveling,Traveling,Traveling,NV,NV
140,141,EAC,Budongo,Sonso,SM,09.12.19,"3718 09/12/2019 12;02, SM single ph drum (traveling-resting) CYA 100, KS FK group ph 50m.WAV",0.99685,0.99685,0.99685,0.0,4,3,3,0,0.046489,0.859044,0.0913171,,,,,,,,,,,,,,,,,,,,,,,,With,Build-Up,Roar,1,1,"Ph roar, No climax",Traveling,Resting,Traveling,CYA,100
141,142,EAC,Budongo,Sonso,FK,09.12.19,"3729 09/12/2019 13;22, FK JS group ph drum traveling-AFT, JS MS group ph drum.WAV",0.08966,0.08966,0.08966,0.0,2,1,1,0,0.089657,,,,,,,,,,,,,,,,,,,,,,,,,,With,Let-Down,Let-Down,3,3,NV,Traveling,Traveling,Traveling,NV,NV
142,143,EAC,Budongo,Sonso,HW,10.12.19,"3736 10/12/2019 05;46, unk group ph, 2;40 HW single ph drum resting STD 70.WAV",0.07873,0.07873,0.07873,0.0,2,1,1,0,0.07873,,,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with other calls,Resting,Resting,Resting,STD,70
143,144,EAC,Budongo,Sonso,HW,10.12.19,"3737 10/12/2019 05;56, HW single ph drum resting-traveling STD 70, 1;15 JN single ph feeding, HW single ph.WAV",1.08585,1.08585,1.08585,0.0,4,3,3,0,0.109581,0.88661,0.089657,,,,,,,,,,,,,,,,,,,,,,,,With,Climax,Climax,2,2,NV,Resting,Traveling,Traveling,STD,70
144,145,EAC,Budongo,Sonso,HW,13.12.19,"3745 13/12/2019 06;13, KT HW SM JN group ph drum traveling-AFT STD 70.WAV",0.0868,0.0868,0.0868,0.0,2,1,1,0,0.086797,,,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with other calls,Traveling,AFT,AFT,STD,70
145,146,EAC,Budongo,Sonso,SM,13.12.19,"3745 13/12/2019 06;13, KT HW SM JN group ph drum traveling-AFT STD 70.WAV",0.1129,0.1129,0.1129,0.0,2,1,1,0,0.112902,,,,,,,,,,,,,,,,,,,,,,,,,,With,Unk,Unk,0,0,Unk because overlap with other calls,Traveling,AFT,AFT,STD,70
146,147,EAC,Budongo,Sonso,FK,13.12.19,"3753 13/12/2019 07;03, 1;20 FK display drum (first drum STD 70, last drum CZE 50), MS single ph drum.WAV",1.33822,1.33822,1.33822,0.0,6,5,5,0,0.152749,0.066413,0.78367,0.225803,0.109581,,,,,,,,,,,,,,,,,,,,,,Without,0,0,0,0,NV,Display,Display,Display,STD,70
